Word,EV
pious,0.55
iniquity,0.35
caries,0.35
egotistical,0.35
vacuous,0.35
garish,0.55
ashamed,0.125
abject,0.35
sticky,0.35
inmate,0.05
alien,0.05
hog,0.35
abnormal,0.35
creature,0.075
lusty,0.35
debris,0.35
reflux,0.35
shameless,0.35
falsity,0.35
pall,0.35
pompous,0.35
mistrust,0.05
wasting,0.15
hairy,0.35
nicotine,0.35
collapse,0.15
untidy,0.35
ammonia,0.35
impure,0.35
bum,0.15
tarnish,0.15
swarm,0.35
hypertrophy,0.525
tasteless,0.35
bovine,0.35
slush,0.525
dishonesty,0.35
vegetative,0.15
unfavorable,0.15
displacency,0.35
sour,0.35
socialism,0.05
drivel,0.35
murky,0.15
ignorant,0.35
discontinuity,0.175
outcast,0.125
displeasure,0.35
repel,0.35
falsify,0.35
prosecution,0.35
woe,0.125
loon,0.35
worsening,0.15
unnatural,0.05
amphetamines,0.35
rigor,0.05
subvert,0.15
failure,0.125
lick,0.35
woefully,0.125
averseness,0.35
disrelish,0.35
critter,0.35
farcical,0.35
lament,0.125
illiterate,0.35
teeming,0.35
plagiarism,0.35
shabby,0.35
anaconda,0.025
guilt,0.125
irrational,0.075
fulsome,0.35
sacrifices,0.15
hypocritical,0.35
unworthy,0.375
misconduct,0.375
defective,0.375
depressing,0.1
vainly,0.2
toad,0.375
shuddering,0.375
unhealthy,0.15
exclusion,0.15
wimp,0.075
dispose,0.375
oddity,0.55
ineptitude,0.15
bug,0.075
compost,0.375
flesh,0.375
obi,0.05
tearful,0.125
heartsick,0.375
discoloration,0.375
lumpy,0.375
daft,0.375
blunder,0.175
disinclination,0.375
instability,0.05
hydrophobia,0.375
whine,0.15
excluded,0.15
unmanageable,0.375
unsatisfactory,0.375
materialist,0.375
mishap,0.55
soot,0.375
rags,0.375
groan,0.15
soil,0.375
disincline,0.375
theism,0.375
stomach,0.375
sneeze,0.55
disliking,0.375
shack,0.175
disappointment,0.15
congress,0.575
backwards,0.375
soreness,0.175
disregarded,0.375
rogue,0.375
catechism,0.375
flop,0.175
janitor,0.375
saturated,0.375
gaby,0.375
discolored,0.175
uneasy,0.075
weird,0.375
impolite,0.375
swig,0.375
crawl,0.375
unsatisfied,0.15
inefficiency,0.175
bureaucrat,0.375
politic,0.375
octopus,0.375
chagrin,0.15
barrow,0.375
disinclined,0.375
john,0.375
baboon,0.375
shanghai,0.075
cupping,0.175
gratuitous,0.375
scrub,0.375
questionable,0.375
prolong,0.375
reluctance,0.375
backwardness,0.375
ineffectual,0.375
default,0.2
unpopular,0.175
petroleum,0.375
donkey,0.375
tawny,0.375
dandy,0.375
speck,0.375
awkwardness,0.375
misguided,0.375
airs,0.375
gelatin,0.375
monochrome,0.375
avoid,0.075
lesser,0.375
sunk,0.15
nose,0.375
laughable,0.375
larger,0.55
pregnancy,0.375
thrift,0.575
mouthful,0.375
parrot,0.375
nameless,0.375
gray,0.175
asymmetry,0.375
turn,0.375
clumsy,0.375
stall,0.375
bran,0.4
lemon,0.4
interior,0.575
mind,0.4
interested,0.2
kite,0.4
terrorists,0
suicidebombing,0
kill,0.125
terror,0
war,0
bombing,0
missiles,0
horrified,0
terrifying,0
fatality,0.125
terrified,0
horrors,0.125
doomed,0.125
explosion,0.6
ihatespiders,0.025
tragedy,0.1
fright,0.575
monster,0.025
apocalypse,0.025
frightened,0.575
scariest,0.025
panicked,0.025
petrified,0.025
afraid,0.025
frightening,0.025
drown,0.125
grenade,0.025
frighten,0.6
paralyze,0.025
gunmen,0.025
nightmare,0.025
doom,0.025
kidnapped,0.025
trauma,0.025
crippling,0.025
quake,0.025
heartattack,0.025
hurricane,0.025
exterminate,0.125
fearing,0.025
claustrophobia,0.025
snakes,0.025
danger,0.125
exorcism,0.125
terrifies,0.025
cyanide,0.025
anxietyattack,0.025
bombers,0.025
biggestfear,0.025
hysteria,0.025
warcrimes,0.025
perish,0.125
feared,0.025
freakingout,0.025
lifeless,0.125
panicattack,0.025
crisis,0.025
hazardous,0.025
fearful,0.125
dangerously,0.025
shipwreck,0.15
scary,0.025
tumor,0.025
die,0.125
detonate,0.575
jihad,0.025
ohshit,0.025
claustrophobic,0.025
hyperventilating,0.025
nightmares,0.025
ghostly,0.025
ptsd,0.025
tragedies,0.025
panic,0.025
hurricanes,0.025
wrenching,0.025
tyranny,0.15
dangerous,0.025
obliteration,0.125
projectiles,0.025
hazard,0.025
accident,0.575
mortuary,0.125
fears,0.025
malignancy,0.125
bomber,0.15
crash,0.575
tornado,0.025
hyperventilate,0.025
melee,0.025
missile,0.025
mafia,0.025
scared,0.025
alligator,0.025
ruin,0.125
shooter,0.025
injured,0.15
desperation,0.125
seizure,0.025
harm,0.025
emergency,0.575
phobia,0.025
excruciating,0.025
miscarriage,0.125
starvation,0.125
frantically,0.025
soscary,0.025
panicking,0.025
rupture,0.575
freaked,0.025
sos,0.025
cobra,0.025
dreaded,0.025
harrowing,0.025
prey,0.025
gash,0.025
terminal,0.125
carcinoma,0.125
avalanche,0.575
cripple,0.125
agonizing,0.025
crocodile,0.025
abduction,0.575
mayhem,0.025
shrapnel,0.025
guerilla,0.025
paranoid,0.025
agoraphobia,0.025
alarm,0.575
cyclone,0.575
hopeless,0.575
wounding,0.025
socialanxiety,0.025
radiation,0.025
coffin,0.125
spook,0.025
perishing,0.125
felon,0.025
trembling,0.025
militants,0.025
dungeon,0.025
outbreak,0.025
frankenstorm,0.025
viper,0.025
nervouswreck,0.025
fangs,0.025
scarier,0.025
soscared,0.025
ghost,0.025
freakedout,0.025
tarantula,0.025
battered,0.125
desolation,0.125
pandemic,0.125
volcano,0.575
scares,0.025
typhoon,0.025
alarming,0.575
neurosis,0.15
coma,0.15
stroke,0.15
fearfully,0.55
battlefield,0.025
emetophobia,0.025
dictator,0.025
blizzard,0.025
endangered,0.025
selfharm,0.025
despotic,0.025
encroachment,0.025
shitless,0.025
radioactive,0.025
projectile,0.025
rattlesnake,0.025
quivering,0.025
perturbation,0.025
tumour,0.125
isolated,0.15
cantbreathe,0.025
demented,0.025
deteriorate,0.15
warlock,0.025
demise,0.125
dreading,0.025
raptors,0.025
haunt,0.025
wildfire,0.575
intimidate,0.025
targeted,0.025
dementia,0.125
fire,0.025
armaments,0.025
corrosive,0.025
nervousness,0.025
pneumonia,0.05
mercenary,0.05
repression,0.05
wicked,0.05
seize,0.05
landslide,0.15
spiders,0.05
stunned,0.575
manic,0.05
turbulent,0.05
meltdown,0.125
infection,0.05
sarcoma,0.125
artillery,0.05
wracking,0.05
irreparable,0.15
barbarian,0.05
plummet,0.05
darkened,0.15
hangman,0.05
interrogation,0.05
sufferer,0.125
injuring,0.05
illness,0.125
merciless,0.05
insurmountable,0.15
injection,0.05
dagger,0.05
nerves,0.05
villain,0.05
pounding,0.05
shelling,0.05
sepsis,0.15
cardiomyopathy,0.15
pain,0.125
flee,0.05
restrained,0.05
dragon,0.05
haze,0.05
torrent,0.05
fraught,0.125
casket,0.125
euthanasia,0.1
paranoia,0.05
wounded,0.05
sostressed,0.05
abyss,0.15
demoralized,0.125
haunted,0.15
evacuate,0.05
jail,0.125
shady,0.05
surgery,0.175
infliction,0.15
quarantine,0.05
eatingdisorders,0.05
pained,0.125
shudder,0.05
grizzly,0.05
angina,0.05
unholy,0.05
comatose,0.15
toxin,0.05
forced,0.05
cowardice,0.125
crypt,0.15
smuggle,0.05
masks,0.05
jitters,0.05
syncope,0.55
evasion,0.15
apprehend,0.05
polio,0.125
misfortune,0.15
vanished,0.575
afflict,0.125
martyr,0.15
purge,0.05
worries,0.05
incrimination,0.15
grave,0.125
freak,0.05
gunpowder,0.05
eeek,0.05
martyrdom,0.15
unsafe,0.05
worstfeeling,0.05
disable,0.15
decay,0.15
vulnerability,0.15
scandal,0.05
appendicitis,0.15
siren,0.05
brigade,0.05
ailing,0.125
asylum,0.05
needles,0.05
defenseless,0.15
apparition,0.575
flood,0.05
bondage,0.175
neuralgia,0.15
samurai,0.05
senile,0.15
plunge,0.05
cemetery,0.125
phantom,0.05
fled,0.05
shaking,0.05
endocarditis,0.15
cowardly,0.05
punish,0.05
carnivorous,0.05
unstable,0.55
incursion,0.05
stalk,0.05
disembodied,0.125
stressed,0.05
helpless,0.15
atherosclerosis,0.15
manifestation,0.05
captor,0.05
buried,0.125
freakout,0.05
abandon,0.125
eek,0.05
jarring,0.15
stormy,0.05
blood,0.05
hiding,0.05
cult,0.05
captive,0.15
emaciated,0.125
badfeeling,0.05
embolism,0.15
helplessness,0.125
relapse,0.15
chased,0.05
suspect,0.05
fang,0.05
biopsy,0.05
depression,0.1
infarct,0.55
surrender,0.575
prayforme,0.05
eeeek,0.05
cliff,0.05
scalpel,0.05
downfall,0.15
vertigo,0.05
premeditated,0.05
snowmageddon,0.05
wasp,0.05
indefensible,0.05
sonervous,0.05
ambulance,0.55
palpitations,0.05
hallucination,0.05
blackness,0.15
intrusion,0.05
syringe,0.05
indictment,0.05
canthandleit,0.05
insecurity,0.05
ravine,0.05
hospital,0.55
armor,0.55
hearse,0.125
jumpy,0.05
perjury,0.55
worse,0.15
ohno,0.05
lion,0.05
inspection,0.05
despairing,0.125
missing,0.125
darken,0.15
austere,0.175
fret,0.05
breakdown,0.05
superstition,0.05
armored,0.05
overwhelmed,0.15
precipice,0.05
asteroid,0.05
jaws,0.05
sinking,0.05
admonition,0.05
quiver,0.05
startle,0.6
toothache,0.05
foreclose,0.15
fever,0.05
regime,0.05
worried,0.15
puma,0.525
thirteenth,0.05
destitute,0.125
powerfully,0.05
apprehension,0.05
dinosaur,0.05
stranger,0.05
spasm,0.05
unspeakable,0.575
penal,0.15
lockup,0.175
wail,0.125
omgomgomg,0.05
ohgod,0.05
straits,0.05
orphan,0.125
stress,0.05
behemoth,0.05
accidental,0.575
cabal,0.05
debacle,0.15
looming,0.05
forfeiture,0.15
infirmity,0.05
falter,0.05
aghhh,0.05
bewildered,0.575
asp,0.05
mace,0.05
indomitable,0.05
unprepared,0.05
coldsweat,0.05
dentists,0.05
predicament,0.05
targeting,0.05
gasping,0.05
broke,0.15
halting,0.175
rebels,0.05
stake,0.05
reticent,0.05
stresses,0.05
fainting,0.55
extrajudicial,0.05
thumping,0.05
depress,0.125
hydra,0.05
stressin,0.05
coyote,0.05
disappear,0.05
depresson,0.05
publicspeaking,0.05
burdensome,0.125
bier,0.15
prowl,0.55
suspension,0.05
unsteady,0.05
heathen,0.05
outsider,0.05
weakly,0.15
penance,0.15
distressed,0.05
dominant,0.05
insolvent,0.575
wary,0.05
ohdear,0.05
drones,0.05
stretcher,0.15
stressing,0.05
omnipotence,0.05
rubble,0.175
whimper,0.15
screech,0.575
resection,0.05
disorder,0.05
blackout,0.05
squall,0.175
disabled,0.125
deport,0.15
stressful,0.05
conspiracy,0.05
defection,0.05
absence,0.15
moan,0.15
overt,0.05
whatdoido,0.05
refutation,0.05
descent,0.15
suspicion,0.05
xanax,0.05
cleave,0.05
separation,0.05
spaz,0.05
musket,0.05
unrest,0.175
insolvency,0.525
submission,0.05
mental,0.05
scarecrow,0.05
snare,0.05
unemployed,0.175
procedure,0.05
cyst,0.15
avoiding,0.05
nervy,0.05
gulp,0.55
conquer,0.575
dubious,0.575
radon,0.05
throb,0.175
dontpanic,0.05
withdrawals,0.05
edict,0.05
frigate,0.05
bunker,0.05
obligor,0.05
suspected,0.05
interrogate,0.05
escaped,0.05
flu,0.05
ocd,0.05
sultan,0.05
bankrupt,0.15
psychological,0.05
dentistry,0.05
chimera,0.55
barricade,0.05
locust,0.05
embarrassment,0.55
chasm,0.05
grieve,0.125
khan,0.575
kerosene,0.05
antsy,0.05
mentalhealth,0.05
pressure,0.05
military,0.05
whirlpool,0.05
formidable,0.075
cautionary,0.075
onedge,0.075
jaundice,0.075
recurring,0.075
difficult,0.075
concerned,0.175
bottomless,0.075
stint,0.175
government,0.075
timid,0.175
headaches,0.075
dart,0.075
sortie,0.075
depreciation,0.075
mandamus,0.075
spike,0.075
exam,0.075
anomaly,0.575
constrain,0.075
languishing,0.15
retrenchment,0.075
avoidance,0.075
swerve,0.55
hesitation,0.075
loneliness,0.125
discipline,0.075
fanaticism,0.075
sorrow,0.125
knell,0.175
launches,0.075
cutter,0.075
parachute,0.075
eel,0.075
psych,0.075
aaaaaaah,0.075
verdict,0.075
mri,0.075
resistant,0.075
phalanx,0.575
specter,0.175
mortgage,0.075
enigmatic,0.075
ethereal,0.075
outpost,0.075
weirdo,0.075
spillin,0.075
dike,0.075
dominion,0.55
quash,0.075
subordinate,0.075
shank,0.075
shutdown,0.075
gametime,0.075
uhoh,0.075
police,0.55
gladiator,0.075
hives,0.075
scarce,0.15
astray,0.075
vigilant,0.55
pessimist,0.15
pacing,0.075
clinical,0.075
muzzle,0.075
ahhhhhhhh,0.075
therapist,0.075
obsessing,0.075
seclusion,0.075
foreigner,0.075
dentist,0.075
chargeable,0.175
deadline,0.075
valium,0.075
ordnance,0.075
cram,0.075
thorny,0.075
conspire,0.075
whirlwind,0.075
bewilderment,0.575
overthinking,0.075
doubts,0.575
seriousness,0.15
erase,0.075
razor,0.075
sweating,0.075
mage,0.075
giant,0.075
weighty,0.075
warning,0.075
inflation,0.075
adjudicate,0.075
deflation,0.075
bale,0.075
crouching,0.075
flounder,0.175
hide,0.075
reluctant,0.075
auditor,0.55
deluge,0.55
cartridge,0.075
surveillance,0.075
apache,0.075
flying,0.075
submitting,0.075
discourage,0.15
rush,0.075
fortress,0.55
dwarfed,0.15
notready,0.075
wan,0.175
mistaken,0.075
hurryup,0.075
swelling,0.075
oncoming,0.075
planes,0.075
cop,0.55
problem,0.15
crouch,0.075
posse,0.075
crowds,0.075
insomnia,0.075
auditions,0.075
forgotten,0.15
cloak,0.075
newjob,0.075
uncanny,0.55
regiment,0.075
hooded,0.075
operation,0.55
flurries,0.075
spur,0.075
mortgagor,0.075
insect,0.075
defend,0.075
run,0.075
jobinterview,0.075
repent,0.075
breakingnews,0.075
impatiently,0.075
doubt,0.575
guard,0.55
spinster,0.15
unfamiliar,0.075
grounded,0.175
badhabit,0.075
aaaah,0.075
shrink,0.175
insomniac,0.075
chicken,0.075
shelters,0.075
buck,0.55
finalized,0.075
overdrive,0.075
pinion,0.075
scaffold,0.075
dependence,0.175
thatmoment,0.075
sleepless,0.075
intercede,0.175
psychiatrist,0.075
rushing,0.075
overslept,0.075
confessional,0.55
tactics,0.575
aga,0.575
blues,0.15
immigrant,0.075
veer,0.55
sweat,0.075
revelations,0.075
whatif,0.075
waver,0.075
jungle,0.075
fingerscrossed,0.075
bait,0.575
lastminute,0.075
overtired,0.075
hyped,0.075
wishmeluck,0.075
somuchtodo,0.075
toomuchtodo,0.075
tryouts,0.075
clowns,0.075
examination,0.525
restless,0.075
quail,0.075
phew,0.075
recesses,0.075
intimacy,0.075
overcome,0.075
acceptances,0.075
help,0.075
fearless,0.075
change,0.075
ware,0.075
asap,0.075
heighten,0.075
tract,0.075
overcoming,0.075
deadlines,0.075
knots,0.075
waitinggame,0.075
unorganised,0.075
fragile,0.175
cautiously,0.075
rule,0.55
stillwaiting,0.075
slippery,0.075
interview,0.075
everyman,0.075
speculation,0.175
needtoknow,0.075
unsure,0.075
settlor,0.075
readytogo,0.075
checkpoint,0.075
composure,0.075
interviewer,0.075
regulatory,0.075
assessment,0.55
rod,0.575
humanrights,0.075
less,0.075
coy,0.075
iris,0.075
hearing,0.075
needit,0.075
audition,0.075
bases,0.075
ceasefire,0.075
medication,0.075
courageous,0.525
overthinker,0.075
backtrack,0.075
dawned,0.075
bailiff,0.575
syllabus,0.075
newcomer,0.525
imagination,0.55
validity,0.075
rationality,0.075
caricature,0.075
alreadyyyyy,0.075
shy,0.075
symptom,0.075
raccoon,0.075
tryout,0.1
needtorelax,0.1
hawk,0.1
prevent,0.1
gameday,0.1
ahhh,0.1
sprite,0.1
soready,0.1
sag,0.1
pharmacy,0.1
policeman,0.55
dreamt,0.1
homework,0.1
knot,0.1
bigday,0.1
slender,0.1
poise,0.1
case,0.175
locate,0.1
grades,0.1
helmet,0.1
northeast,0.1
compassion,0.525
graded,0.1
mum,0.1
gradschool,0.1
civilian,0.1
cloudiness,0.1
civilians,0.1
guidelines,0.1
soulmate,0.1
synonymous,0.55
praying,0.1
lines,0.1
obey,0.55
mourning,0.1
heartbreaking,0.1
tragic,0.1
grieving,0.1
bereavement,0.1
bereaved,0.1
devastated,0.1
died,0.1
weeping,0.1
stillbirth,0.1
deceased,0.1
sadness,0.575
grief,0.125
betrayed,0.125
funeral,0.125
sad,0.125
crippled,0.125
stillborn,0.125
morbid,0.125
mourn,0.125
sadly,0.125
famine,0.125
distraught,0.125
saddens,0.125
heartache,0.125
childloss,0.125
inhumanity,0.125
perished,0.125
brokenheart,0.125
disheartened,0.125
bury,0.125
crying,0.125
heartbreak,0.125
condolence,0.125
moribund,0.125
painfully,0.125
sorrowful,0.125
cry,0.125
depressive,0.125
defeated,0.575
regretful,0.125
abysmal,0.125
miserably,0.125
lonesome,0.125
listless,0.125
unfortunately,0.125
emptiness,0.125
alienated,0.125
heartless,0.125
cried,0.125
disheartening,0.125
rejected,0.125
torn,0.125
calamity,0.125
extinct,0.125
obit,0.525
isolation,0.125
isolate,0.125
lifesucks,0.125
widow,0.125
regretting,0.125
widower,0.125
teary,0.125
hospice,0.125
nohope,0.125
sob,0.125
foreveralone,0.125
missingyou,0.125
obituary,0.125
abortive,0.125
decomposed,0.125
feelingdown,0.125
barren,0.125
dreary,0.125
shitty,0.125
weep,0.125
lamenting,0.125
bleak,0.125
tear,0.125
regretted,0.125
disability,0.125
infertility,0.125
stricken,0.125
shroud,0.125
woeful,0.125
terribly,0.125
termination,0.125
mausoleum,0.125
shattered,0.125
forlorn,0.15
posthumous,0.15
disappointing,0.15
lost,0.15
regret,0.15
terminate,0.15
undesired,0.15
gloom,0.15
demolished,0.15
cremation,0.15
forsake,0.15
melancholy,0.15
faithless,0.15
breakup,0.15
shameful,0.15
alone,0.15
angst,0.15
bawl,0.15
petloss,0.15
condolences,0.15
somber,0.15
crumbling,0.15
nothingness,0.15
deprived,0.15
remorse,0.15
captivity,0.15
melancholic,0.15
haggard,0.15
unwell,0.15
denied,0.575
interment,0.15
gloomy,0.15
damages,0.15
urn,0.15
sadday,0.15
tomb,0.15
runaway,0.15
pauper,0.15
expire,0.15
departed,0.15
memorial,0.15
bummed,0.15
resignation,0.525
pity,0.15
imissyou,0.15
malaise,0.15
glum,0.15
surrendering,0.15
dark,0.15
aching,0.15
undertaker,0.15
requiem,0.15
ache,0.15
console,0.15
epitaph,0.15
homesick,0.15
fooled,0.15
sorely,0.15
defunct,0.15
sequestration,0.15
wither,0.15
weakness,0.575
blindness,0.15
unrequited,0.15
regrettable,0.15
messedup,0.15
chronic,0.15
discomfort,0.15
ungodly,0.15
dolor,0.15
evict,0.15
negative,0.15
cytomegalovirus,0.15
impossible,0.15
drugged,0.15
weary,0.15
damper,0.15
repress,0.15
inadequate,0.15
frailty,0.15
weariness,0.15
worn,0.15
beg,0.15
lowest,0.15
ail,0.15
disapproval,0.15
fallout,0.15
leftout,0.15
unfortunate,0.15
frayed,0.15
infamy,0.15
wane,0.15
badly,0.15
gone,0.15
refugee,0.15
memorials,0.15
inhospitable,0.15
criticise,0.15
frown,0.15
perplexity,0.15
secluded,0.15
inability,0.15
fell,0.15
doldrums,0.15
bittersweet,0.15
lowly,0.15
lone,0.15
annulment,0.15
delirious,0.15
badday,0.15
emotional,0.15
lethargy,0.15
sympathize,0.15
apathetic,0.15
forbid,0.15
departure,0.15
futile,0.15
imprudent,0.15
pensive,0.15
farewell,0.15
cancellation,0.15
absent,0.15
disconnected,0.15
diminish,0.15
indigent,0.15
abscess,0.15
draining,0.15
lastday,0.15
dispassionate,0.15
beggar,0.15
unwelcome,0.15
rip,0.15
deviation,0.15
falling,0.15
handicap,0.15
difficulties,0.15
drab,0.15
fall,0.15
meaningless,0.15
subjected,0.15
fault,0.15
fatigued,0.15
sigh,0.15
blue,0.15
needalife,0.15
pointless,0.15
embarrass,0.15
refused,0.15
cage,0.15
noose,0.15
monsoon,0.15
rue,0.15
feeble,0.15
ifonly,0.15
exhausted,0.15
debt,0.15
miss,0.15
geriatric,0.15
ashes,0.15
funk,0.15
overcast,0.15
inferior,0.15
disqualify,0.15
sympathy,0.15
dispel,0.15
slump,0.15
goodbye,0.15
parting,0.15
sucks,0.15
withdraw,0.15
apologize,0.55
inter,0.175
empty,0.175
plaintive,0.175
disconnect,0.175
unable,0.175
corse,0.175
unsuccessful,0.175
fruitless,0.175
numbness,0.175
hindering,0.175
intervention,0.175
spoiler,0.175
absentee,0.175
flaw,0.175
blindly,0.175
uninspired,0.175
furrow,0.175
cumbersome,0.175
attenuation,0.175
resigned,0.175
detention,0.175
stained,0.175
severance,0.175
unacknowledged,0.175
unacceptable,0.175
leave,0.525
sterile,0.175
flaccid,0.175
hobo,0.175
scarcely,0.175
mistake,0.175
committal,0.175
nonsensical,0.175
clouded,0.175
evanescence,0.55
conceal,0.175
confess,0.55
alas,0.175
wrinkled,0.175
dull,0.175
weak,0.175
migraine,0.175
subsidence,0.175
setback,0.175
toocold,0.175
hermit,0.575
moving,0.175
unimportant,0.175
down,0.175
taint,0.175
wearily,0.175
excluding,0.175
grey,0.175
unseat,0.175
apathy,0.175
negro,0.175
jurisprudence,0.175
lax,0.175
mixedemotions,0.175
unrealistic,0.175
drifted,0.175
leaving,0.175
eternity,0.175
restrict,0.175
misrepresentation,0.175
stagnant,0.175
nosun,0.175
backwater,0.175
pine,0.175
labored,0.175
incomplete,0.175
gullible,0.575
anchorage,0.175
error,0.175
uneducated,0.175
rainyday,0.175
necessity,0.175
boredom,0.175
foggy,0.175
misty,0.175
cancel,0.175
void,0.175
cloudy,0.175
pale,0.175
uninteresting,0.175
hollow,0.175
rainy,0.175
uninterested,0.175
bottom,0.175
fasting,0.175
boooo,0.175
dole,0.175
coping,0.175
cocaine,0.175
tough,0.175
hoary,0.175
chilly,0.175
sluggish,0.175
yucky,0.175
lower,0.175
sprain,0.175
arid,0.175
wanting,0.175
rack,0.175
rumor,0.175
invalid,0.175
meh,0.175
splitting,0.175
interrupted,0.175
cold,0.175
veal,0.575
strip,0.175
divided,0.175
overload,0.175
sap,0.175
memories,0.175
nosnow,0.175
rain,0.175
untitled,0.175
weeds,0.175
snort,0.175
inconsequential,0.175
tax,0.175
emo,0.175
kennel,0.175
meek,0.2
clouds,0.2
margin,0.2
terrific,0.2
late,0.2
boo,0.2
hut,0.2
ovation,0.2
wet,0.2
motivating,0.2
relics,0.2
couch,0.2
napkin,0.2
nutritious,0.2
flabbergast,0.6
shockingly,0.6
surprised,0.575
surprising,0.575
astonishingly,0.575
thunderstruck,0.575
jolt,0.575
dazzle,0.575
unexpectedly,0.575
startling,0.575
suddenly,0.575
astound,0.575
astonish,0.575
awestruck,0.575
exclaim,0.575
amazement,0.575
unpredictable,0.575
stupefy,0.575
dumfound,0.575
overwhelming,0.575
erratic,0.575
unimaginable,0.575
outrageous,0.575
amaze,0.575
blitz,0.575
bewilder,0.575
petrify,0.575
stupefaction,0.575
moonstruck,0.575
sudden,0.575
awe,0.575
breathless,0.575
unanticipated,0.575
amazedness,0.575
electrify,0.575
gasp,0.575
stun,0.575
abrupt,0.575
unforeseen,0.575
surge,0.575
dumfounder,0.575
unprecedented,0.575
incredible,0.575
monstrous,0.575
inexplicable,0.575
accidentally,0.575
striking,0.575
topple,0.575
spellbound,0.575
unsuspecting,0.575
unintended,0.575
improvisation,0.575
gape,0.575
wonderment,0.55
trick,0.55
inimaginable,0.55
quickness,0.55
vanish,0.55
prank,0.55
splash,0.55
stupor,0.55
inconceivable,0.55
stupendous,0.55
randomly,0.55
wild,0.55
wondrous,0.55
premature,0.55
stagger,0.55
bizarre,0.55
fluke,0.55
dynamic,0.55
fascinate,0.55
uncover,0.55
reappear,0.55
zany,0.55
thaumaturgy,0.55
daze,0.55
thwart,0.55
rarity,0.55
illusion,0.55
marvel,0.55
lunge,0.55
snag,0.55
sensation,0.55
undiscovered,0.55
immediacy,0.55
chance,0.55
stealthily,0.55
unintentionally,0.55
reflex,0.55
pop,0.55
infrequent,0.55
pang,0.55
diversion,0.55
nab,0.55
camouflage,0.55
unutterable,0.55
trump,0.55
decoy,0.55
variable,0.55
inexpressible,0.55
magician,0.55
underestimate,0.55
horde,0.55
incident,0.55
gawk,0.55
strange,0.55
unguarded,0.55
rapid,0.55
leery,0.55
slip,0.55
divergent,0.55
coincidence,0.55
subito,0.55
overestimate,0.55
stound,0.55
perchance,0.55
unintentional,0.55
fascination,0.55
judgment,0.55
stealth,0.55
originality,0.55
riddle,0.55
quicksilver,0.55
elusive,0.55
guess,0.55
burlesque,0.55
secrecy,0.575
incontinence,0.55
peri,0.55
hermaphrodite,0.55
camouflaged,0.55
mystic,0.55
modify,0.525
postponement,0.525
prodigious,0.525
catch,0.525
scrimmage,0.525
inaffable,0.525
occasional,0.525
sally,0.525
palpable,0.525
differently,0.525
polarity,0.525
greeting,0.525
trip,0.525
stare,0.525
admire,0.525
somatic,0.525
mimicry,0.525
placard,0.525
nullify,0.525
purity,0.525
singularly,0.525
mouth,0.525
cable,0.5
steady,0.55
truthfulness,0.5
trusted,0.5
trustworthy,0.525
honor,0.525
honesty,0.525
truth,0.525
truthful,0.525
trusting,0.525
brotherhood,0.525
entrust,0.525
committed,0.525
loyalty,0.525
integrity,0.525
honorable,0.525
credibility,0.525
sincere,0.525
partnership,0.525
responsible,0.525
verification,0.525
cooperative,0.525
oath,0.525
respectable,0.525
credible,0.525
verified,0.525
qualified,0.525
authentication,0.525
respected,0.525
approval,0.525
reliability,0.525
trusts,0.525
safekeeping,0.525
reputable,0.525
stable,0.525
competence,0.525
safeguard,0.525
advised,0.525
genuine,0.525
friendships,0.525
ally,0.525
proven,0.525
respects,0.525
accepting,0.525
wholesome,0.525
confirmation,0.525
protecting,0.525
reassurance,0.525
trustee,0.525
respectful,0.525
fact,0.525
partners,0.525
confidentially,0.525
credential,0.525
believing,0.525
agreement,0.525
authenticate,0.525
virtue,0.525
justice,0.525
determination,0.525
creditable,0.525
consistency,0.525
allegiance,0.525
cooperation,0.525
guarantee,0.525
dedication,0.525
straightforward,0.525
cooperating,0.525
reliable,0.525
mentor,0.525
guardianship,0.525
morality,0.525
innocent,0.525
protected,0.525
proof,0.525
bodyguard,0.525
skillful,0.525
allied,0.525
pact,0.525
courage,0.525
accountable,0.525
agreeable,0.525
united,0.525
indestructible,0.525
approving,0.525
guardian,0.525
compassionate,0.525
certified,0.525
adviser,0.525
authenticity,0.525
understanding,0.525
secure,0.525
guidance,0.525
monogamy,0.525
valor,0.525
solidity,0.525
believed,0.525
justifiable,0.525
competent,0.525
protector,0.525
strongest,0.525
expertise,0.525
indivisible,0.525
official,0.525
affirm,0.525
confirmed,0.525
diligence,0.525
grandfather,0.525
acceptance,0.525
diplomatic,0.525
leader,0.525
confide,0.525
agreeing,0.525
professional,0.525
elders,0.525
confidential,0.525
faultless,0.525
believes,0.525
intelligent,0.525
accepted,0.525
unwavering,0.525
encyclopedia,0.525
cohesive,0.525
accredited,0.525
covenant,0.525
accountability,0.525
team,0.525
authority,0.525
expert,0.525
communicate,0.525
impeccable,0.525
specialist,0.525
affirmatively,0.525
proficient,0.525
advocate,0.525
disciple,0.525
attestation,0.525
merit,0.525
supporting,0.525
ambassador,0.525
guidebook,0.525
accept,0.525
facts,0.525
warranty,0.525
defended,0.525
constancy,0.525
gentleman,0.525
counsel,0.525
scientific,0.525
structure,0.525
elder,0.525
steadfast,0.525
familiar,0.525
supports,0.525
counselor,0.525
advisable,0.525
agreed,0.525
rely,0.525
uphold,0.525
brother,0.525
assuredly,0.525
unconditionally,0.525
solidarity,0.525
accepts,0.525
