STATE,RESIDENTIAL,GENDER,AGE,WEIGHT (kg),HEIGHT (cm),BMI (kg/m2),CLASS (BMI),POWER (cm),SPEED (sec),FLEXIBILITY (cm),COORDINATION (no.)
SABAH,RURAL,F,7.1,19.2,115.1,14.5,NORMAL,98,5.08,26.5,2
SABAH,RURAL,F,7.1,21,103,19.8,OBESITY,89,4.8,21,5
SABAH,URBAN,F,7.1,19,119,13.4,NORMAL,88,5.4,25,7
SABAH,RURAL,F,7,21,115,15.9,NORMAL,93,5.06,10,7
SABAH,URBAN,F,7.1,12.3,112.5,9.7,SEVERE THINNESS,90,4.96,28,1
SABAH,RURAL,F,7.1,14.9,105,13.5,NORMAL,91,5.91,29,4
SABAH,URBAN,F,7,20,117,14.6,NORMAL,98,5.6,27,3
SABAH,RURAL,F,7.1,18.7,115.2,14.1,NORMAL,85,5.09,30,1
SABAH,RURAL,F,7.1,22,119,15.5,NORMAL,106,4.83,23,1
SABAH,URBAN,F,7.1,17,112,13.6,NORMAL,110,4.98,19.5,1
SABAH,RURAL,F,7.1,21,117.5,15.2,NORMAL,99,5.12,26,1
SABAH,URBAN,F,7,33.4,128.6,20.2,OBESITY,100,5.11,27.5,1
SABAH,RURAL,F,7,22,106,19.6,OVERWEIGHT,93,5.87,32,1
SABAH,URBAN,F,7,22.8,120,15.8,NORMAL,90,4.81,23,2
SABAH,URBAN,F,7,20.9,115,15.8,NORMAL,77,5.03,23,6
SABAH,URBAN,F,7,17,130,10.1,SEVERE THINNESS,84,5.23,25,4
SABAH,URBAN,F,7,19.3,110,16,NORMAL,93,5.49,31,1
SABAH,RURAL,F,7,31.6,121,21.6,OBESITY,67,6.58,28,8
SABAH,URBAN,F,7,25,126,15.7,NORMAL,96,5.1,22,2
SABAH,RURAL,F,7,20.6,114,15.9,NORMAL,121,5.81,23,1
SABAH,URBAN,F,7,24,120,16.7,NORMAL,64,4.81,27.5,1
SABAH,URBAN,F,7.1,25.9,120,18,OVERWEIGHT,92,5.3,29,1
SABAH,URBAN,F,7.1,18,116,13.4,NORMAL,98,5.89,30,1
SABAH,URBAN,F,7,34.75,124,22.6,OBESITY,93,5.62,28,1
SABAH,URBAN,F,7.1,20.1,120,14,NORMAL,78,4.88,15.5,4
SABAH,URBAN,F,7,19,114,14.6,NORMAL,72,5.2,26,3
SABAH,URBAN,F,7.1,21.3,130,12.6,THINNESS,94,5.67,29,1
SABAH,RURAL,F,7,34,120,23.6,OBESITY,78,5.23,23,4
SABAH,RURAL,F,7.1,22.3,119.5,15.6,NORMAL,78,5.4,31,1
SABAH,URBAN,F,7.1,21,118,15.1,NORMAL,89,6.23,23,5
SABAH,URBAN,F,7,18,112.1,14.3,NORMAL,101,6.32,21,3
SABAH,URBAN,F,7.1,19.5,115,14.7,NORMAL,71,5.06,22,3
SABAH,URBAN,F,7,22.9,125,14.7,NORMAL,62,5.19,24,3
SABAH,RURAL,F,7.1,29.3,122,19.7,OVERWEIGHT,82,4.96,25,1
SABAH,URBAN,F,7.1,18.3,118,13.1,NORMAL,97,6.24,23,2
SABAH,RURAL,F,7,19.8,116,14.7,NORMAL,92,6.03,27,1
SABAH,RURAL,F,7,18.5,110.1,15.3,NORMAL,73,6.01,28.5,1
SABAH,RURAL,F,7,25.5,124.5,16.5,NORMAL,83,5.45,26.5,1
SABAH,URBAN,F,7.1,16.6,112.6,13.1,NORMAL,78,5.2,23,1
SABAH,URBAN,F,7.1,17.05,111,13.8,NORMAL,83,6.01,26.5,1
SABAH,URBAN,F,7,18.6,112,14.8,NORMAL,78,5.4,20,2
SABAH,URBAN,F,7.1,17.5,112,14,NORMAL,73,5.89,26,1
SABAH,URBAN,F,7.1,19.6,117.9,14.1,NORMAL,91,6.46,24,1
SABAH,RURAL,F,7.1,21.2,114.5,16.2,NORMAL,50,6.18,28,1
SABAH,URBAN,F,7,36,123,23.8,OBESITY,82,5.18,14,1
SABAH,URBAN,F,7,32.5,124,21.1,OBESITY,78,7.68,18,2
SARAWAK,RURAL,F,7.1,20.6,119.9,14.3,NORMAL,74,5.66,28.5,1
SARAWAK,RURAL,F,7.1,33.6,132.5,19.1,OVERWEIGHT,98,5.09,29.5,2
SARAWAK,RURAL,F,7.1,19,116,14.1,NORMAL,88,5.28,37.5,8
SARAWAK,RURAL,F,7.1,20,113,15.7,NORMAL,101,4.94,34,1
SARAWAK,RURAL,F,7.1,29.9,126.3,18.7,OVERWEIGHT,91,4.79,31.5,1
SARAWAK,RURAL,F,7.1,25.28,115.2,19,OVERWEIGHT,96,4.6,26,1
SARAWAK,URBAN,F,7.1,17.5,114.5,13.3,NORMAL,108,4.73,28,10
SARAWAK,URBAN,F,7,22,120.5,15.2,NORMAL,114,4.75,37,3
SARAWAK,URBAN,F,7.1,21.5,118.5,15.3,NORMAL,104,5.54,31,1
SARAWAK,URBAN,F,7,17,117,12.4,THINNESS,70,4.19,25,2
SARAWAK,URBAN,F,7,20,116,14.9,NORMAL,82,6.2,26,1
SARAWAK,RURAL,F,7,20,114,15.4,NORMAL,96,4.9,18,1
SARAWAK,RURAL,F,7,34,125,21.8,OBESITY,58,5.76,24,4
SARAWAK,RURAL,F,7.1,26,121,17.8,OVERWEIGHT,106,4.86,38,8
SARAWAK,RURAL,F,7,25,126.5,15.6,NORMAL,74,5.04,32,1
SARAWAK,RURAL,F,7.1,19,110,15.7,NORMAL,76,5,26.5,3
SARAWAK,URBAN,F,7,23.5,122,15.8,NORMAL,59,6.39,26.5,1
SARAWAK,URBAN,F,7,22,117,16.1,NORMAL,65,5.85,23.5,1
SARAWAK,URBAN,F,7,21.5,119,15.2,NORMAL,75,7.35,23,1
SARAWAK,URBAN,F,7,25.2,126.5,15.7,NORMAL,114,4.42,20.5,8
SARAWAK,URBAN,F,7.1,19.6,118,14.1,NORMAL,96,4.53,35,2
SARAWAK,URBAN,F,7,20.6,125.5,13.1,NORMAL,87,5.57,25,2
SARAWAK,URBAN,F,7.1,20,119.7,14,NORMAL,88,6.6,16,2
SARAWAK,RURAL,F,7.1,18.2,111,14.8,NORMAL,91,5.27,32.5,6
SARAWAK,RURAL,F,7.1,17.3,111,14,NORMAL,79,5,27,3
SARAWAK,URBAN,F,7,18,116,13.4,NORMAL,114,4.42,31,1
SARAWAK,URBAN,F,7,19,116,14.1,NORMAL,95,4.98,27,1
SARAWAK,URBAN,F,7,29.5,121.9,19.9,OBESITY,83,5.29,26,4
SARAWAK,URBAN,F,7.1,25.1,121.4,17,NORMAL,87,5.67,27,6
SARAWAK,RURAL,F,7,19.9,119.6,13.9,NORMAL,121,4.8,31,4
SARAWAK,RURAL,F,7,17.9,119.3,12.6,THINNESS,94,5.46,28.5,1
SARAWAK,RURAL,F,7.1,18.7,112.5,14.8,NORMAL,119,4.63,27,7
SARAWAK,RURAL,F,7,16.3,111,13.2,NORMAL,90,4.53,30,5
SARAWAK,RURAL,F,7.1,31,123,20.5,OBESITY,92,5.25,29,7
SARAWAK,URBAN,F,7.1,19.1,121,13,NORMAL,95,5.72,31,3
SARAWAK,RURAL,F,7.1,18.6,110.5,15.2,NORMAL,104,4.48,35.5,6
SARAWAK,RURAL,F,7,21.2,113.5,16.5,NORMAL,109,5,26.5,8
SARAWAK,RURAL,F,7.1,19,115,14.4,NORMAL,129,4.1,26.5,1
SARAWAK,RURAL,F,7.1,21.5,115.6,16.1,NORMAL,112,5.15,33.5,7
SARAWAK,RURAL,F,7,34,124,22.1,OBESITY,94,5.09,25,3
SARAWAK,RURAL,F,7.1,20,120.2,13.8,NORMAL,90,5.04,23,6
SARAWAK,RURAL,F,7.1,19,117.5,13.8,NORMAL,88,5.19,24,1
SARAWAK,RURAL,F,7,36.2,125,23.2,OBESITY,87,4.28,29,6
SARAWAK,RURAL,F,7.1,22.5,102,21.6,OBESITY,120,4.77,26,7
SARAWAK,RURAL,F,7,17.5,88,22.6,OBESITY,61,4.29,28,2
SARAWAK,RURAL,F,7,29,102.8,27.4,OBESITY,77,5.56,24.5,7
SARAWAK,RURAL,F,7.1,22.7,94,25.7,OBESITY,79,5.6,22,1
SARAWAK,URBAN,F,7.1,28,121.2,19.1,OVERWEIGHT,102,5.19,27,1
SARAWAK,URBAN,F,7,25,118.2,17.9,OVERWEIGHT,100,5.16,27,1
SARAWAK,URBAN,F,7,18.05,110.8,14.7,NORMAL,66,6.05,17,1
SARAWAK,URBAN,F,7,15.02,108.2,12.8,NORMAL,66,6.83,24,1
SARAWAK,URBAN,F,7.1,35.9,125.4,22.8,OBESITY,72,5.23,36,1
SARAWAK,RURAL,F,7.1,20.3,117.1,14.8,NORMAL,84,5.38,31,2
SARAWAK,RURAL,F,7,28.5,122,19.1,OVERWEIGHT,72,5.12,28,2
SARAWAK,RURAL,F,7,30.1,106,26.8,OBESITY,80,6.47,29.5,2
SARAWAK,URBAN,F,7.1,17,114,13.1,NORMAL,60,5.53,34,2
SARAWAK,URBAN,F,7.1,19,118,13.6,NORMAL,76,5.92,26,2
SARAWAK,RURAL,F,7,15,101.3,14.6,NORMAL,81,5.6,14.5,1
SARAWAK,RURAL,F,7,17.7,114.5,13.5,NORMAL,78,4.9,23,3
SARAWAK,RURAL,F,7.1,22.1,121,15.1,NORMAL,113,4.35,33,8
SARAWAK,URBAN,F,7,22,118,15.8,NORMAL,94,5,29.5,7
SARAWAK,URBAN,F,7.1,18.5,115,14,NORMAL,112,4.29,29.5,7
SARAWAK,URBAN,F,7.1,19.5,115,14.7,NORMAL,78,5.61,23,1
SARAWAK,RURAL,F,7.1,20.5,119,14.5,NORMAL,90,7.17,27.5,1
SARAWAK,URBAN,F,7.1,25.8,122,17.3,OVERWEIGHT,81,6.29,26,1
SARAWAK,RURAL,F,7.1,16.4,121.6,11.1,SEVERE THINNESS,75,5,31,3
SARAWAK,RURAL,F,7.1,20,111,16.2,NORMAL,65,5.56,23.5,1
SARAWAK,URBAN,F,7.1,22.1,119,15.6,NORMAL,103,5.18,23.5,1
SARAWAK,URBAN,F,7.1,22,115,16.6,NORMAL,80,4.94,32.5,1
SARAWAK,RURAL,F,7,22.5,124.5,14.5,NORMAL,80,5.51,26,1
SARAWAK,URBAN,F,7.1,33,116,24.5,OBESITY,93,6.91,22.5,4
SARAWAK,RURAL,F,7.1,19.1,111,15.5,NORMAL,76,5.85,31,1
SARAWAK,URBAN,F,7.1,16.5,112.1,13.1,NORMAL,93,6.13,27,1
SARAWAK,RURAL,F,7.1,18,120.7,12.4,THINNESS,90,4.77,30.5,6
SARAWAK,RURAL,F,7.1,15.2,116,11.3,SEVERE THINNESS,106,4.75,32,3
SARAWAK,RURAL,F,7.1,22.4,121.4,15.2,NORMAL,79,4.65,27.5,5
SARAWAK,RURAL,F,7.1,27,119,19.1,OVERWEIGHT,78,5.1,31,8
SARAWAK,RURAL,F,7,18.8,97.8,19.7,OVERWEIGHT,79,8.29,22.5,1
SARAWAK,RURAL,F,7.1,17.2,118,12.4,THINNESS,78,5.29,30.5,6
SARAWAK,RURAL,F,7.1,23.4,120,16.3,NORMAL,112,5,24,10
SARAWAK,URBAN,F,7,15.3,115.5,11.5,SEVERE THINNESS,65,6.35,11,1
SARAWAK,RURAL,F,7.1,20,117,14.6,NORMAL,77,4.42,26,9
SARAWAK,RURAL,F,7,20,120,13.9,NORMAL,92,6.03,31,2
SARAWAK,RURAL,F,7.1,23,118,16.5,NORMAL,83,5.15,27,1
SARAWAK,URBAN,F,7,20,115,15.1,NORMAL,83,5.23,30.5,7
SARAWAK,RURAL,F,7.1,20,123,13.2,NORMAL,115,4.9,26.5,5
SARAWAK,URBAN,F,7.1,19.5,119,13.8,NORMAL,106,4.87,27,6
SARAWAK,URBAN,F,7.1,21.5,113.5,16.7,NORMAL,85,4.73,22.5,1
SARAWAK,RURAL,F,7.1,37,120,25.7,OBESITY,87,5.61,34,5
SARAWAK,URBAN,F,7.1,17,110.3,14,NORMAL,79,6.1,28,1
SARAWAK,RURAL,F,7.1,19,114.2,14.6,NORMAL,95,5.14,28,7
SELANGOR,URBAN,F,7,23.5,113,18.4,OVERWEIGHT,96,3.56,31.5,3
SELANGOR,URBAN,F,7.1,21,121,14.3,NORMAL,135,4.85,33.5,7
SELANGOR,URBAN,F,7.1,22.5,116,16.7,NORMAL,89,5.54,33,1
SELANGOR,URBAN,F,7.1,21,109,17.7,OVERWEIGHT,103,5.03,34,4
SELANGOR,URBAN,F,7,22,123.4,14.4,NORMAL,90,3.59,32,1
SELANGOR,URBAN,F,7.1,22,124,14.3,NORMAL,106,5.48,36,1
SELANGOR,URBAN,F,7.1,18,116,13.4,NORMAL,116,5.1,25,1
SELANGOR,RURAL,F,7,15,107,13.1,NORMAL,100,5.4,30.5,2
SELANGOR,RURAL,F,7.1,19.5,118,14,NORMAL,115,5.04,29,9
SELANGOR,URBAN,F,7,18.4,119,13,NORMAL,72,5.31,21.5,5
SELANGOR,URBAN,F,7.1,18,116,13.4,NORMAL,99,3,9,2
SELANGOR,URBAN,F,7.1,23,119,16.2,NORMAL,122,4.39,29,3
SELANGOR,URBAN,F,7.1,20,118,14.4,NORMAL,85,3,9,1
SELANGOR,RURAL,F,7,27,121,18.4,OVERWEIGHT,102,5.09,29,10
SELANGOR,URBAN,F,7,21.1,117,15.4,NORMAL,119,4.48,28.5,3
SELANGOR,URBAN,F,7,20,127,12.4,THINNESS,83,5.92,27.5,5
SELANGOR,RURAL,F,7.1,21.1,118,15.2,NORMAL,90,5.44,19,9
SELANGOR,URBAN,F,7,19,113,14.9,NORMAL,97,4.49,31,4
SELANGOR,URBAN,F,7.1,25,122,16.8,NORMAL,133,4.79,33,10
SELANGOR,URBAN,F,7,20.5,118,14.7,NORMAL,118,5.25,31.5,7
SELANGOR,RURAL,F,7,23.5,120,16.3,NORMAL,134,4.2,28,6
SELANGOR,RURAL,F,7.1,20,117,14.6,NORMAL,93,4.94,29.5,8
SELANGOR,URBAN,F,7,22,114,16.9,NORMAL,76,5.79,25.5,5
SELANGOR,RURAL,F,7.1,26,130,15.4,NORMAL,105,4.59,26.5,10
SELANGOR,RURAL,F,7.1,23.8,122,16,NORMAL,122,4.42,31,1
SELANGOR,RURAL,F,7,21.5,121.5,14.6,NORMAL,103,4.73,24,9
SELANGOR,URBAN,F,7,18,118,12.9,NORMAL,80,5.23,27.5,5
SELANGOR,URBAN,F,7,29.5,127.5,18.1,OVERWEIGHT,87,6.2,22,4
SELANGOR,URBAN,F,7,23.05,116.5,17,NORMAL,102,4.85,29,5
SELANGOR,URBAN,F,7.1,23.2,116.5,17.1,NORMAL,100,5.18,32,5
SELANGOR,RURAL,F,7,18,113,14.1,NORMAL,87,5.37,27.5,3
SELANGOR,RURAL,F,7.1,18,113.5,14,NORMAL,118,5.12,29,2
SELANGOR,URBAN,F,7.1,23.1,122,15.5,NORMAL,109,5.23,33.5,5
SELANGOR,RURAL,F,7,20.5,116.5,15.1,NORMAL,105,5.29,25,7
SELANGOR,URBAN,F,7.1,21,117.5,15.2,NORMAL,82,5.23,11,3
SELANGOR,URBAN,F,7.1,18,116,13.4,NORMAL,125,4.29,28.5,6
SELANGOR,URBAN,F,7,22.9,116.7,16.8,NORMAL,108,5.42,31.5,3
SELANGOR,URBAN,F,7,19.5,110.5,16,NORMAL,108,4.81,29,2
SELANGOR,URBAN,F,7.1,18,114,13.9,NORMAL,86,5.04,33,8
SELANGOR,URBAN,F,7,16.9,110,14,NORMAL,91,4.98,29.5,6
SELANGOR,URBAN,F,7,22.5,118.5,16,NORMAL,105,5.09,29,4
SELANGOR,URBAN,F,7.1,23.5,123,15.5,NORMAL,94,4.87,23.5,2
SELANGOR,URBAN,F,7.1,18,113,14.1,NORMAL,70,5.25,29,1
SELANGOR,URBAN,F,7,40,117,29.2,OBESITY,80,6.57,30.5,1
SELANGOR,URBAN,F,7,31,125,19.8,OBESITY,107,5.31,29,5
SELANGOR,RURAL,F,7,20,120,13.9,NORMAL,78,7.04,18,1
SELANGOR,URBAN,F,7,17.5,117,12.8,NORMAL,82,5,30,8
SELANGOR,URBAN,F,7.1,22.8,122,15.3,NORMAL,97,4.73,28.5,3
SELANGOR,URBAN,F,7.1,19,118,13.6,NORMAL,90,4.93,30.5,4
SELANGOR,RURAL,F,7.1,30,132,17.2,NORMAL,88,4.31,31,2
SELANGOR,URBAN,F,7.1,19.5,123,12.9,NORMAL,98,4.54,30,1
SELANGOR,URBAN,F,7,25,122,16.8,NORMAL,99,5,23.5,4
SELANGOR,URBAN,F,7.1,19.5,117.2,14.2,NORMAL,116,5.25,28.5,3
SELANGOR,URBAN,F,7.1,19.6,113,15.3,NORMAL,104,4.85,25.5,4
SELANGOR,RURAL,F,7,28,132,16.1,NORMAL,74,4.48,27.5,3
SELANGOR,URBAN,F,7,19,114,14.6,NORMAL,93,5.57,24,3
SELANGOR,URBAN,F,7,19,120,13.2,NORMAL,90,4.46,27,1
SELANGOR,URBAN,F,7.1,22,123,14.5,NORMAL,112,5.29,30.5,2
SELANGOR,URBAN,F,7.1,27,131,15.7,NORMAL,90,5.1,27,2
SELANGOR,RURAL,F,7,26.3,116.5,19.4,OVERWEIGHT,79,4.95,25.5,2
SELANGOR,RURAL,F,7.1,30.1,114.5,23,OBESITY,60,5.65,27,1
SELANGOR,URBAN,F,7,26,117.1,19,OVERWEIGHT,104,4.79,26,4
SELANGOR,URBAN,F,7,25,123.5,16.4,NORMAL,105,5.15,32.5,1
SELANGOR,RURAL,F,7.1,22.6,116,16.8,NORMAL,103,4.1,20,4
SELANGOR,URBAN,F,7.1,22,113,17.2,NORMAL,116,5.79,31,3
SELANGOR,RURAL,F,7.1,22,123,14.5,NORMAL,105,5.59,32,3
SELANGOR,RURAL,F,7,22,121.3,15,NORMAL,92,5.3,21.5,1
SELANGOR,URBAN,F,7,20.7,118,14.9,NORMAL,96,5.35,31,4
SELANGOR,RURAL,F,7,20,118,14.4,NORMAL,77,5.09,17,1
SELANGOR,URBAN,F,7,24,118,17.2,NORMAL,95,5.54,29,6
SELANGOR,RURAL,F,7,22,120,15.3,NORMAL,96,4.92,30.5,1
SELANGOR,URBAN,F,7,24,123,15.9,NORMAL,101,3.96,20,3
SELANGOR,RURAL,F,7,45.3,136.4,24.3,OBESITY,74,6.12,39,4
SELANGOR,URBAN,F,7,40.9,132,23.5,OBESITY,78,5.54,35,7
SELANGOR,URBAN,F,7.1,23.05,127.6,14.2,NORMAL,125,4.42,25,8
SELANGOR,URBAN,F,7,18.4,117.5,13.3,NORMAL,107,4.96,25.5,2
SELANGOR,RURAL,F,7,19,116,14.1,NORMAL,98,5.65,23,4
SELANGOR,RURAL,F,7.1,22,117,16.1,NORMAL,114,5.18,30,8
SELANGOR,RURAL,F,7.1,21,129,12.6,THINNESS,100,5.35,24.5,7
SELANGOR,RURAL,F,7.1,20.5,123,13.6,NORMAL,101,5.1,26,6
SELANGOR,URBAN,F,7,23,123.5,15.1,NORMAL,100,6.03,24,3
SELANGOR,URBAN,F,7,25,122,16.8,NORMAL,81,4.93,25,8
SELANGOR,RURAL,F,7.1,13,106,11.6,SEVERE THINNESS,80,6,17,1
SELANGOR,URBAN,F,7.1,21.3,119,15,NORMAL,109,4.82,26,1
SELANGOR,RURAL,F,7,31.8,122,21.4,OBESITY,101,5.1,24,4
SELANGOR,URBAN,F,7,17.3,115.9,12.9,NORMAL,64,5.18,37.5,4
SELANGOR,RURAL,F,7,22,115,16.6,NORMAL,75,5.16,21,5
SELANGOR,RURAL,F,7.1,23,116.5,16.9,NORMAL,84,4.85,27,4
SELANGOR,RURAL,F,7,21,125,13.4,NORMAL,95,5.04,33,1
SELANGOR,URBAN,F,7.1,19,121,13,NORMAL,110,5.04,23,5
SELANGOR,URBAN,F,7,20.4,117,14.9,NORMAL,84,5.09,32,2
SELANGOR,RURAL,F,7.1,17,112,13.6,NORMAL,101,4.42,25,1
SELANGOR,RURAL,F,7,18,115,13.6,NORMAL,105,5.48,24,5
SELANGOR,RURAL,F,7,16.8,106.8,14.7,NORMAL,78,5.17,30,8
SELANGOR,URBAN,F,7,21,118,15.1,NORMAL,93,4.73,27,1
SELANGOR,URBAN,F,7.1,21,120,14.6,NORMAL,95,5.29,35,1
SELANGOR,RURAL,F,7.1,27,121,18.4,OVERWEIGHT,99,4.75,31,3
SELANGOR,RURAL,F,7.1,20,121,13.7,NORMAL,93,5.35,25,6
SELANGOR,URBAN,F,7.1,21.5,122,14.4,NORMAL,96,5.87,28,1
SELANGOR,RURAL,F,7.1,18.5,110,15.3,NORMAL,101,5.8,27,4
SELANGOR,RURAL,F,7,19,118,13.6,NORMAL,80,4.81,26,1
SELANGOR,URBAN,F,7,19,118,13.6,NORMAL,103,4.45,32,6
SELANGOR,URBAN,F,7,23,123.5,15.1,NORMAL,112,6.07,29.5,1
SELANGOR,URBAN,F,7.1,20.5,113,16.1,NORMAL,63,4.67,31,1
SELANGOR,RURAL,F,7.1,22.4,115,16.9,NORMAL,88,5.4,25,5
SELANGOR,URBAN,F,7,25.5,118.8,18.1,OVERWEIGHT,76,5.79,20,1
SELANGOR,RURAL,F,7,24,122,16.1,NORMAL,77,4,25,2
SELANGOR,RURAL,F,7.1,26,109,21.9,OBESITY,92,5.67,20.5,7
SELANGOR,RURAL,F,7,29,124,18.9,OVERWEIGHT,91,5.04,23,4
SELANGOR,URBAN,F,7.1,21,127,13,NORMAL,105,6,31,1
SELANGOR,URBAN,F,7.1,33,132,18.9,OVERWEIGHT,91,5.2,26.5,2
SELANGOR,URBAN,F,7.1,24,120,16.7,NORMAL,81,5.2,31,1
SELANGOR,RURAL,F,7,21,113,16.4,NORMAL,108,4.5,28,1
SELANGOR,URBAN,F,7,23,122,15.5,NORMAL,120,4.98,34,7
SELANGOR,RURAL,F,7,19,112,15.1,NORMAL,82,4.81,29,1
SELANGOR,RURAL,F,7.1,18,117,13.1,NORMAL,93,5.26,28,1
SELANGOR,URBAN,F,7.1,29.5,125,18.9,OVERWEIGHT,71,5.54,22,1
SELANGOR,RURAL,F,7.1,18,117,13.1,NORMAL,117,5.67,24.5,2
SELANGOR,URBAN,F,7.1,28,130,16.6,NORMAL,126,5.6,35,5
SELANGOR,URBAN,F,7,20.4,125.5,13,NORMAL,87,5.43,20,8
SELANGOR,RURAL,F,7.1,18.5,120,12.8,NORMAL,90,5.17,24,3
SELANGOR,URBAN,F,7,21.6,126,13.6,NORMAL,104,6.02,20,5
SELANGOR,RURAL,F,7.1,20,114,15.4,NORMAL,92,5.17,19,5
SELANGOR,RURAL,F,7.1,20.02,115.4,15,NORMAL,108,5,25,7
SELANGOR,URBAN,F,7.1,35,138.5,18.2,OVERWEIGHT,79,5.81,23,1
SELANGOR,URBAN,F,7,18,118,12.9,NORMAL,81,6.79,30,4
SELANGOR,URBAN,F,7.1,16,117.1,11.7,SEVERE THINNESS,93,6.04,25.5,4
SELANGOR,RURAL,F,7,22,119,15.5,NORMAL,85,4.98,15,4
SELANGOR,RURAL,F,7.1,20.4,120,14.2,NORMAL,98,5.11,21,1
SELANGOR,RURAL,F,7,16.5,119,11.7,SEVERE THINNESS,121,5.72,23.5,1
SELANGOR,RURAL,F,7,22.3,120,15.5,NORMAL,101,4.1,18.5,2
SELANGOR,URBAN,F,7,28.7,120,19.9,OBESITY,76,6.04,30,3
SELANGOR,RURAL,F,7.1,20,117,14.6,NORMAL,77,4.98,27,4
SELANGOR,URBAN,F,7.1,18.3,120,12.7,NORMAL,92,5.56,25,2
SELANGOR,URBAN,F,7.1,21,121,14.3,NORMAL,89,5.4,28,1
SELANGOR,URBAN,F,7,21.2,123.5,13.9,NORMAL,83,6.1,28,3
SELANGOR,URBAN,F,7.1,21,114,16.2,NORMAL,98,6.28,23.5,3
SELANGOR,RURAL,F,7,35,123,23.1,OBESITY,62,6.93,15,1
SELANGOR,RURAL,F,7,22.1,126,13.9,NORMAL,90,6.06,25.5,3
SELANGOR,RURAL,F,7,22.3,123.5,14.6,NORMAL,77,5.42,32,8
SELANGOR,URBAN,F,7.1,20,114,15.4,NORMAL,83,5.1,23,2
SELANGOR,RURAL,F,7.1,17.9,114,13.8,NORMAL,112,5.29,25.5,3
SELANGOR,URBAN,F,7,21,119.5,14.7,NORMAL,85,5.6,27,3
SELANGOR,URBAN,F,7.1,23,113,18,OVERWEIGHT,116,4.6,35,10
SELANGOR,RURAL,F,7.1,22,121,15,NORMAL,95,5.12,20,2
SELANGOR,URBAN,F,7,37,126.5,23.1,OBESITY,66,5.97,26,5
SELANGOR,URBAN,F,7.1,23,122,15.5,NORMAL,131,4.6,31,5
SELANGOR,RURAL,F,7.1,18,115,13.6,NORMAL,71,5.93,29,2
SELANGOR,RURAL,F,7.1,28.5,117,20.8,OBESITY,76,5.85,27,2
SELANGOR,RURAL,F,7.1,35,138,18.4,OVERWEIGHT,100,5.85,19,2
SELANGOR,URBAN,F,7,32,128,19.5,OVERWEIGHT,73,5.85,22,6
SELANGOR,RURAL,F,7.1,17,117,12.4,THINNESS,78,5.98,31,1
SELANGOR,URBAN,F,7.1,20,120,13.9,NORMAL,78,6,29,1
SELANGOR,RURAL,F,7.1,27,128,16.5,NORMAL,96,6.1,26,1
SELANGOR,RURAL,F,7.1,21,117,15.3,NORMAL,75,4.77,26,7
SELANGOR,RURAL,F,7,21.4,121.2,14.6,NORMAL,90,5.67,30,1
SELANGOR,RURAL,F,7.1,25,121,17.1,NORMAL,107,4.85,33,8
SELANGOR,RURAL,F,7.1,25,125,16,NORMAL,126,5.18,25,6
SELANGOR,RURAL,F,7,20,118,14.4,NORMAL,101,5.23,20,6
SELANGOR,RURAL,F,7,24.01,117,17.5,OVERWEIGHT,85,6.29,31,3
SELANGOR,URBAN,F,7.1,24.7,120,17.2,NORMAL,97,6.9,24,1
SELANGOR,URBAN,F,7.1,18,115,13.6,NORMAL,113,4.6,31,1
SELANGOR,RURAL,F,7,17,113,13.3,NORMAL,94,5.79,22,2
SELANGOR,RURAL,F,7.1,20,121,13.7,NORMAL,77,5.04,21,1
SELANGOR,RURAL,F,7.1,20,117,14.6,NORMAL,79,5.85,27,1
SELANGOR,RURAL,F,7.1,30.2,121.9,20.3,OBESITY,75,6.21,28,1
SELANGOR,RURAL,F,7,19,113,14.9,NORMAL,87,5.79,23,1
SELANGOR,RURAL,F,7,22,116,16.3,NORMAL,66,5.1,36.5,2
SELANGOR,RURAL,F,7.1,18,114.5,13.7,NORMAL,86,4.92,28.5,1
SELANGOR,RURAL,F,7.1,27.1,122,18.2,OVERWEIGHT,64,5.6,22,1
SELANGOR,URBAN,F,7,16.5,111,13.4,NORMAL,79,6.5,22,3
SELANGOR,URBAN,F,7,23,116,17.1,NORMAL,65,6.63,24,1
SELANGOR,RURAL,F,7.1,20,119,14.1,NORMAL,84,5.29,26,4
SELANGOR,RURAL,F,7.1,23,118.5,16.4,NORMAL,96,5.06,24,7
SELANGOR,URBAN,F,7,23,122,15.5,NORMAL,104,6.6,25,1
SELANGOR,RURAL,F,7.1,26,124,16.9,NORMAL,90,5.17,18,1
SELANGOR,RURAL,F,7,19,115,14.4,NORMAL,85,4.85,25,1
SELANGOR,URBAN,F,7.1,20,119,14.1,NORMAL,74,5.23,29,1
SELANGOR,URBAN,F,7.1,21,124,13.7,NORMAL,96,6.19,27,1
TERENGGANU,RURAL,F,7.1,16,118,11.5,SEVERE THINNESS,120,4.75,31,7
TERENGGANU,RURAL,F,7.1,17.5,112.6,13.8,NORMAL,106,4.78,31,9
TERENGGANU,RURAL,F,7.1,19.3,115.5,14.5,NORMAL,112,5.35,29,7
TERENGGANU,URBAN,F,7,20.5,123,13.6,NORMAL,111,5.63,33.5,5
TERENGGANU,RURAL,F,7,23,119,16.2,NORMAL,105,5.16,26.5,9
TERENGGANU,URBAN,F,7.1,20,119,14.1,NORMAL,94,4.68,26.5,6
